latitude,longitude,name
33.30078,-117.26803,254
33.30098,-117.26787,255
33.3012,-117.26767,256
33.30144,-117.26727,257
33.30156,-117.2669,258
33.30166,-117.26625,259
33.30213,-117.26287,260
33.30223,-117.26261,261
33.30237,-117.26245,262
33.3025,-117.26238,263
33.30261,-117.26238,264
33.30269,-117.26238,265
33.30271,-117.26231,266
33.30271,-117.26225,267
33.30209,-117.26149,268
33.30189,-117.2611,269
33.3018,-117.26071,270
33.30179,-117.2603,271
33.30193,-117.25927,272
33.30207,-117.25822,273
33.30206,-117.25772,274
33.30198,-117.25722,275
33.30174,-117.25618,276
33.30166,-117.25562,277
33.30164,-117.25528,278
33.30158,-117.25426,279
33.30158,-117.25382,280
33.30171,-117.25287,281
33.30177,-117.25231,282
33.30188,-117.25163,283
33.30189,-117.25141,284
33.30184,-117.25118,285
33.30171,-117.2509,286
33.30138,-117.2504,287
33.30128,-117.25019,288
33.30123,-117.24994,289
33.30124,-117.24968,290
33.30137,-117.24883,291
33.30147,-117.24832,292
33.30146,-117.24812,293
33.30141,-117.24784,294
33.30123,-117.24747,295
33.30115,-117.24718,296
33.30118,-117.24692,297
33.30128,-117.24667,298
33.30143,-117.24639,299
33.30159,-117.24622,300
33.30179,-117.24616,301
33.30201,-117.24621,302
33.30217,-117.24634,303
33.30234,-117.2466,304
33.3025,-117.24687,305
33.30263,-117.24701,306
33.30288,-117.24715,307
33.30317,-117.24721,308
33.30339,-117.24719,309
33.30363,-117.24712,310
33.30374,-117.247,311
33.30388,-117.2468,312
33.304,-117.24652,313
33.30414,-117.24622,314
33.30434,-117.24605,315
33.30451,-117.246,316
33.30463,-117.24589,317
33.30495,-117.24561,318
33.30518,-117.24552,319
33.30542,-117.24552,320
33.30595,-117.24565,321
33.30615,-117.24557,322
33.30624,-117.24546,323
33.30629,-117.24528,324
33.30624,-117.24519,325
33.30508,-117.24502,326
33.3047,-117.2449,327
33.30436,-117.24469,328
33.30404,-117.24433,329
33.30353,-117.24342,330
33.30327,-117.24301,331
33.30307,-117.24277,332
33.30272,-117.24257,333
33.30233,-117.24248,334
33.30162,-117.24248,335
33.30123,-117.24244,336
33.30036,-117.24218,337
