latitude,longitude,name
33.25508,-117.06626,778
33.25474,-117.0658,779
33.25443,-117.06551,780
33.25415,-117.06531,781
33.25344,-117.06484,782
33.25306,-117.06452,783
33.25274,-117.06415,784
33.25255,-117.0638,785
33.25237,-117.06339,786
33.25212,-117.06263,787
33.25197,-117.06223,788
33.25182,-117.06193,789
33.25152,-117.06151,790
33.25126,-117.06124,791
33.25025,-117.06038,792
33.25002,-117.06012,793
33.24978,-117.05977,794
33.24962,-117.05942,795
33.24949,-117.05901,796
33.24932,-117.05801,797
33.24923,-117.0577,798
33.24911,-117.05741,799
33.2481,-117.0557,800
33.24768,-117.05504,801
33.24744,-117.05473,802
33.24716,-117.05449,803
33.24686,-117.0543,804
33.24656,-117.0542,805
33.24631,-117.05414,806
33.24597,-117.05411,807
33.24527,-117.05423,808
33.24304,-117.05471,809
33.24121,-117.05522,810
33.24098,-117.05526,811
33.24077,-117.05527,812
33.24051,-117.05525,813
33.24025,-117.05518,814
33.24003,-117.05506,815
33.2397,-117.05483,816
33.23924,-117.05448,817
33.23862,-117.05394,818
33.23759,-117.05306,819
33.23732,-117.05278,820
33.23605,-117.05125,821
33.23557,-117.05071,822
33.235,-117.05018,823
33.23392,-117.0493,824
33.23366,-117.04904,825
33.23348,-117.04883,826
33.2333,-117.04853,827
33.23315,-117.04814,828
33.2329,-117.04727,829
33.23279,-117.04698,830
33.23259,-117.04667,831
33.2324,-117.04642,832
33.23215,-117.0462,833
33.23095,-117.04538,834
33.23065,-117.04515,835
33.2305,-117.04499,836
33.23028,-117.04469,837
33.22952,-117.04343,838
33.2292,-117.04304,839
33.22877,-117.0427,840
33.2285,-117.04255,841
33.22811,-117.04238,842
33.22774,-117.04227,843
33.2272,-117.04223,844
33.22407,-117.04227,845
33.22388,-117.04224,846
33.22359,-117.04216,847
33.22338,-117.04207,848
33.22308,-117.04184,849
33.2227,-117.04142,850
33.22255,-117.04116,851
33.22237,-117.04073,852
33.22228,-117.04041,853
33.22224,-117.04,854
33.22222,-117.03756,855
33.22231,-117.03724,856
33.22238,-117.03692,857
33.22265,-117.03672,858
33.22309,-117.03693,859
33.22397,-117.03726,860
33.22462,-117.03743,861
33.22535,-117.03752,862
33.22607,-117.03752,863
33.22733,-117.03741,864
33.22846,-117.03729,865
33.22885,-117.03717,866
33.22923,-117.03699,867
33.22956,-117.03678,868
33.22982,-117.03654,869
33.23004,-117.03632,870
33.23032,-117.0359,871
33.23051,-117.03551,872
33.23065,-117.03512,873
33.23077,-117.0346,874
33.23083,-117.03379,875
33.23091,-117.03095,876
33.2311,-117.02424,877
33.23115,-117.02327,878
33.23122,-117.02303,879
33.23123,-117.02212,880
33.23132,-117.02107,881
33.23132,-117.02077,882
33.23128,-117.02046,883
33.2312,-117.0202,884
33.23108,-117.01995,885
33.23094,-117.01973,886
33.23078,-117.01956,887
33.23054,-117.0194,888
33.2299,-117.01899,889
33.22878,-117.01829,890
33.2286,-117.01815,891
33.22843,-117.01799,892
33.2283,-117.01781,893
33.2282,-117.01758,894
33.22808,-117.0172,895
33.22807,-117.01668,896
33.22811,-117.01508,897
33.22821,-117.00611,898
33.22826,-116.99813,899
33.22824,-116.99363,900
33.22824,-116.99087,901
33.22822,-116.9868,902
33.2282,-116.98281,903
33.2281,-116.97429,904
33.22804,-116.97289,905
33.22795,-116.97147,906
33.22784,-116.97108,907
33.2276,-116.97037,908
33.22753,-116.97001,909
33.22751,-116.96961,910
33.22754,-116.96904,911
33.22766,-116.96845,912
33.22782,-116.96798,913
33.22803,-116.96762,914
33.22837,-116.96722,915
33.22887,-116.96684,916
33.22927,-116.96665,917
33.22974,-116.9666,918
33.23003,-116.96668,919
33.23061,-116.96697,920
33.23083,-116.96702,921
33.23107,-116.96702,922
33.23129,-116.96697,923
33.23152,-116.96687,924
33.23188,-116.96658,925
33.23214,-116.96629,926
33.23237,-116.96601,927
33.2326,-116.96583,928
33.23279,-116.96571,929
33.23306,-116.9656,930
33.2334,-116.96558,931
33.23402,-116.9657,932
33.23501,-116.96578,933
33.23594,-116.96575,934
33.23658,-116.96584,935
33.23701,-116.96586,936
33.23748,-116.96578,937
33.23788,-116.96559,938
33.23824,-116.96533,939
33.2387,-116.96486,940
33.239,-116.96459,941
33.23943,-116.96436,942
33.23987,-116.96425,943
33.24246,-116.96412,944
33.24478,-116.96382,945
33.24715,-116.96352,946
33.2493,-116.96324,947
33.24982,-116.96317,948
33.25031,-116.9631,949
33.25084,-116.96298,950
33.25138,-116.96282,951
33.25214,-116.9625,952
33.25264,-116.96222,953
33.25314,-116.96191,954
33.25457,-116.96065,955
33.25657,-116.95857,956
33.25725,-116.95787,957
33.25788,-116.95724,958
33.25851,-116.95667,959
33.25939,-116.95598,960
33.26032,-116.95537,961
33.2611,-116.95499,962
33.26211,-116.95459,963
33.26271,-116.9544,964
33.26475,-116.95384,965
33.26514,-116.95377,966
33.26611,-116.95367,967
33.27063,-116.95365,968
33.27443,-116.95362,969
33.27876,-116.95365,970
33.27928,-116.95378,971
33.28035,-116.9542,972
33.28101,-116.95439,973
33.28185,-116.95444,974
33.28254,-116.95436,975
33.28313,-116.95425,976
33.28355,-116.95426,977
33.28398,-116.95435,978
33.28441,-116.95452,979
33.28483,-116.95478,980
33.28527,-116.95523,981
33.28755,-116.95792,982
33.28808,-116.9585,983
33.28816,-116.95856,984
33.28822,-116.95859,985
33.28831,-116.95857,986
33.28838,-116.95848,987
33.2886,-116.95784,988
33.28869,-116.95749,989
33.28872,-116.95719,990
33.28868,-116.95683,991
33.28861,-116.95629,992
33.28861,-116.95606,993
33.28865,-116.95586,994
33.2887,-116.95568,995
33.28881,-116.95547,996
33.28891,-116.95532,997
33.28903,-116.95517,998
33.28925,-116.95497,999
33.29004,-116.95435,1000
33.29023,-116.95416,1001
33.29035,-116.95397,1002
33.29041,-116.95384,1003
33.29048,-116.9536,1004
33.29056,-116.95304,1005
33.29088,-116.95072,1006
33.291,-116.95,1007
33.29109,-116.94974,1008
33.29152,-116.94899,1009
33.29194,-116.94839,1010
33.29214,-116.9482,1011
33.29304,-116.94765,1012
33.29332,-116.94743,1013
33.29377,-116.94695,1014
33.29407,-116.94675,1015
33.29473,-116.94641,1016
33.29499,-116.94623,1017
33.29521,-116.94598,1018
33.29536,-116.94573,1019
33.29598,-116.94416,1020
33.2961,-116.94394,1021
33.29625,-116.94375,1022
33.29641,-116.94361,1023
33.29661,-116.94352,1024
33.29678,-116.94346,1025
33.29693,-116.94344,1026
33.2978,-116.94342,1027
33.29801,-116.94336,1028
33.29817,-116.94329,1029
33.29834,-116.94315,1030
33.29849,-116.94299,1031
33.29857,-116.94286,1032
33.29866,-116.94267,1033
33.29872,-116.94242,1034
33.29875,-116.94219,1035
33.29887,-116.94004,1036
33.29891,-116.93982,1037
33.299,-116.9396,1038
33.29914,-116.93939,1039
33.29933,-116.93918,1040
33.29956,-116.93903,1041
33.29979,-116.93894,1042
33.30003,-116.93893,1043
33.30019,-116.93895,1044
33.30112,-116.93919,1045
33.30132,-116.93922,1046
33.30159,-116.93917,1047
33.30177,-116.93908,1048
33.30196,-116.9389,1049
33.30209,-116.93868,1050
33.30218,-116.93846,1051
33.30222,-116.93823,1052
33.3022,-116.93785,1053
33.30217,-116.93751,1054
33.30218,-116.93707,1055
33.30226,-116.93644,1056
33.30236,-116.93594,1057
33.30273,-116.9347,1058
33.30281,-116.93431,1059
33.30292,-116.93357,1060
33.30302,-116.93302,1061
33.30323,-116.93197,1062
33.30332,-116.93165,1063
33.30343,-116.93141,1064
33.30376,-116.93093,1065
33.30395,-116.93059,1066
33.3042,-116.93002,1067
33.30431,-116.92983,1068
33.30441,-116.9297,1069
